id,name,now_cost,position,team,web_name,transfers_in_event,influence_rank_type,news_added,ict_index_rank_type,assists,selected_rank,direct_freekicks_order,starts_per_90,goals_conceded,threat_rank_type,status,ep_this,news,selected_rank_type,goals_scored,influence_rank,goals_conceded_per_90,selected_by_percent,in_dreamteam,points_per_game_rank,expected_goal_involvements_per_90,influence,form_rank_type,expected_goals_conceded_per_90,chance_of_playing_this_round,ep_next,expected_assists,expected_goals_conceded,points_per_game,cost_change_start,transfers_in,starts,cost_change_start_fall,creativity,saves_per_90,threat_rank,penalties_saved,points_per_game_rank_type,own_goals,bonus,penalties_missed,expected_goals,chance_of_playing_next_round,event_points,clean_sheets,clean_sheets_per_90,transfers_out,cost_change_event,penalties_order,expected_goals_per_90,creativity_rank_type,expected_assists_per_90,value_season,transfers_out_event,form,bps,saves,expected_goal_involvements,form_rank,creativity_rank,corners_and_indirect_freekicks_order,threat,dreamteam_count,now_cost_rank_type,ict_index,now_cost_rank,minutes,yellow_cards,cost_change_event_fall,red_cards,value_form,ict_index_rank,total_points
711,Andrew Omobamidele,45,DEF,Nott'm Forest,Omobamidele,14,248,,248,0,622,,0.0,0,247,a,0.0,,220,0,671,0.0,0.0,False,680,0.0,0.0,239,0.0,,-0.5,0.00,0.00,0.0,0,614,0,0,0.0,0.0,657,0,247,0,0,0,0.00,,0,0,0.0,698,0,,0.0,248,0.0,0.0,34,0.0,0,0,0.00,621,667,,0.0,0,82,0.0,421,0,0,0,0,0.0,676,0
712,Nicolás Domínguez,50,MID,Nott'm Forest,Dominguez,33,106,2023-10-01T19:30:09.351809Z,115,0,604,,1.25,11,95,a,0.2,,229,1,264,1.53,0.0,False,166,0.13,123.0,172,1.43,100.0,-0.3,0.34,10.32,2.9,0,6293,9,0,51.8,0.0,155,0,70,0,3,0,0.58,100.0,0,3,0.42,5073,0,,0.08,156,0.05,5.2,96,0.2,94,0,0.92,388,286,,107.0,1,124,28.3,197,648,1,0,0,0.0,250,26
713,Ibrahim Sangaré,49,MID,Nott'm Forest,Sangaré,15,110,2023-12-20T08:00:11.068006Z,135,0,667,,1.2,12,150,d,0.6,Groin Injury - 75% chance of playing,267,0,274,1.44,0.0,False,318,0.11,117.6,139,1.33,75.0,0.2,0.35,11.06,1.8,-1,1855,10,1,83.6,0.0,286,0,134,0,0,0,0.61,75.0,0,4,0.48,1524,0,,0.07,125,0.04,3.7,45,0.8,60,0,0.96,303,216,,36.0,0,155,23.7,240,751,4,0,0,0.2,288,18
714,Divock Origi,50,FWD,Nott'm Forest,Origi,481,51,2023-10-21T19:00:08.613189Z,49,0,392,,1.02,3,51,a,0.6,,61,0,440,1.53,0.1,False,472,0.17,10.6,40,2.11,100.0,0.1,0.18,4.12,0.9,0,30595,2,0,27.9,0.0,329,0,62,0,0,0,0.16,100.0,1,0,0.0,24724,0,,0.08,45,0.09,1.6,493,0.6,21,0,0.34,323,341,,24.0,0,43,5.8,179,176,1,0,0,0.1,408,8
27,Auston Trusty,39,DEF,Sheffield Utd,Trusty,9485,60,,93,0,120,,0.99,26,131,a,1.3,,50,0,157,2.34,2.4,False,376,0.0,213.2,64,1.79,,1.8,0.05,19.97,1.2,-1,244836,11,1,20.2,0.0,361,0,127,0,0,0,0.02,,1,1,0.09,117978,0,,0.0,126,0.0,4.1,3303,1.8,137,0,0.07,183,359,,16.0,0,238,24.9,748,1002,3,0,0,0.5,277,16
33,Cameron Archer,46,FWD,Sheffield Utd,Archer,38117,23,,23,1,44,,1.04,31,29,a,2.5,,8,3,205,2.31,9.0,False,130,0.18,174.4,11,1.96,,3.0,0.47,26.36,3.1,1,1285079,14,-1,185.8,0.0,86,0,20,0,8,0,2.04,,8,2,0.15,950143,0,,0.15,8,0.03,10.9,16413,3.0,146,0,2.51,108,96,,202.0,0,64,56.3,344,1210,2,0,0,0.7,120,50
360,James McAtee,44,MID,Sheffield Utd,McAtee,5950,94,,86,2,189,2.0,0.99,29,75,a,2.1,,65,1,232,2.86,1.0,False,231,0.17,149.6,60,1.97,,2.6,0.68,19.92,2.4,-1,167704,10,1,162.2,0.0,120,0,100,0,0,0,1.05,,1,2,0.2,76884,0,,0.1,81,0.07,8.2,4206,2.6,113,0,1.73,129,114,,150.0,0,305,46.2,542,912,2,0,0,0.6,159,36
471,Anel Ahmedhodžić,43,DEF,Sheffield Utd,Ahmedhodžić,119,63,2023-12-22T23:30:11.074150Z,78,0,341,,0.96,32,42,d,1.3,Knock - 75% chance of playing,133,0,166,2.56,0.2,False,412,0.08,202.6,67,2.25,100.0,1.4,0.08,28.07,1.0,-2,11462,12,2,10.0,0.0,191,0,149,0,2,0,0.91,75.0,0,1,0.08,37369,0,,0.07,145,0.01,3.0,613,1.8,139,0,0.99,186,396,,79.0,0,149,29.4,599,1125,4,0,0,0.4,241,13
472,Jordan Amissah,39,GKP,Sheffield Utd,Amissah,111,52,,52,0,270,,0.0,0,26,a,-0.5,,37,0,509,0.0,0.4,False,521,0.0,0.0,51,0.0,,0.0,0.00,0.00,0.0,-1,25462,0,1,0.0,0.0,465,0,52,0,0,0,0.00,,0,0,0.0,23591,0,,0.0,35,0.0,0.0,323,0.0,0,0,0.00,430,494,,0.0,0,86,0.0,766,0,0,0,0,0.0,515,0
473,George Baldock,39,DEF,Sheffield Utd,Baldock,8503,115,2023-12-02T19:00:09.260519Z,112,2,57,,1.1,13,125,a,0.1,,20,0,282,1.79,6.7,False,274,0.07,109.2,103,2.13,100.0,0.6,0.52,15.44,2.0,-1,543568,8,1,74.5,0.0,352,0,95,0,2,0,0.03,100.0,2,0,0.0,1216216,0,,0.0,63,0.07,4.6,5518,0.6,81,0,0.55,312,228,,17.0,0,232,19.9,733,653,3,0,0,0.2,312,18
474,Chris Basham,39,DEF,Sheffield Utd,Basham,216,126,2023-10-07T21:00:08.209470Z,135,0,238,,0.85,6,132,i,0.0,Leg injury - Unknown return date,90,0,328,1.71,0.5,False,400,0.05,69.2,138,2.03,0.0,0.0,0.07,7.12,1.0,-1,96901,3,1,27.4,0.0,370,0,138,0,0,0,0.12,0.0,0,0,0.0,104414,0,,0.03,119,0.02,2.1,672,0.0,35,0,0.19,403,343,,14.0,0,230,11.1,728,316,1,0,0,0.0,367,8
476,Jayden Bogle,45,DEF,Sheffield Utd,Bogle,252,78,2023-12-22T23:30:11.112348Z,76,2,408,,1.04,27,34,s,0.9,Suspended until 30 Dec,157,1,204,2.16,0.1,False,270,0.1,174.6,79,1.71,100.0,0.0,0.29,21.38,2.1,0,21567,13,0,51.3,0.0,176,0,93,0,0,0,1.01,0.0,1,2,0.16,18034,0,,0.08,93,0.02,7.1,1439,1.4,136,0,1.30,231,289,,88.0,0,76,31.4,389,1127,5,0,0,0.3,233,32
477,Rhian Brewster,49,FWD,Sheffield Utd,Brewster,21,49,2023-11-04T19:30:09.068235Z,50,0,562,,1.1,5,49,d,-0.2,Lack of match fitness - 50% chance of playing,78,0,436,2.76,0.0,False,453,0.05,11.8,83,2.03,50.0,0.0,0.05,3.67,1.0,-1,2746,2,1,14.5,0.0,315,0,56,0,0,0,0.03,50.0,0,0,0.0,7697,0,3.0,0.02,49,0.03,1.0,79,0.0,10,0,0.08,697,378,,27.0,0,49,5.4,233,163,0,0,0,0.0,413,5
478,Ismaila Coulibaly,44,MID,Sheffield Utd,Coulibaly,33,241,2023-08-04T11:00:04.362630Z,244,0,536,,0.0,0,237,a,-0.5,,192,0,632,0.0,0.0,False,644,0.0,0.0,204,0.0,100.0,0.0,0.00,0.00,0.0,-1,4342,0,1,0.0,0.0,606,0,249,0,0,0,0.00,100.0,0,0,0.0,5538,0,,0.0,241,0.0,0.0,62,0.0,0,0,0.00,575,621,,0.0,0,308,0.0,550,0,0,0,0,0.0,637,0
479,Adam Davies,40,GKP,Sheffield Utd,A.Davies,140,57,2023-10-12T09:30:10.081141Z,57,0,351,,0.0,0,31,a,-0.5,,53,0,514,0.0,0.2,False,526,0.0,0.0,56,0.0,100.0,0.0,0.00,0.00,0.0,0,7798,0,0,0.0,0.0,472,0,57,0,0,0,0.00,100.0,0,0,0.0,12657,0,,0.0,40,0.0,0.0,162,0.0,0,0,0.00,437,500,,0.0,0,39,0.0,635,0,0,0,0,0.0,522,0
480,John Egan,43,DEF,Sheffield Utd,Egan,13,121,2023-09-30T23:00:09.253470Z,131,0,482,,1.12,17,87,i,0.0,Leg injury - Unknown return date,187,0,305,3.17,0.1,False,495,0.03,91.2,212,2.77,0.0,0.0,0.00,14.85,0.2,-2,4299,6,2,1.4,0.0,280,0,169,0,0,0,0.17,0.0,0,0,0.0,14568,0,,0.03,160,0.0,0.2,59,0.0,54,0,0.17,526,427,,38.0,0,131,13.1,577,482,2,0,0,0.0,352,1
481,John Fleck,49,MID,Sheffield Utd,Fleck,15,206,2023-08-04T11:00:04.379703Z,199,0,703,,1.01,5,214,a,-0.3,,288,0,456,5.06,0.0,False,479,0.35,5.4,170,3.19,100.0,0.2,0.35,3.15,0.8,-1,570,1,1,26.0,0.0,429,0,225,0,0,0,0.00,100.0,0,0,0.0,1193,0,,0.0,180,0.35,0.6,18,0.2,13,0,0.35,384,347,,2.0,0,135,3.3,210,89,1,0,0,0.0,432,3
482,Wes Foderingham,45,GKP,Sheffield Utd,Foderingham,3728,3,,3,0,261,,1.0,44,70,a,2.9,,34,0,5,2.44,0.4,False,197,0.0,578.2,7,2.05,,3.4,0.03,36.85,2.6,0,42176,18,0,0.0,4.67,619,0,24,1,7,0,0.00,,3,1,0.06,39539,0,,0.0,77,0.0,10.2,1066,3.4,325,84,0.03,80,633,,0.0,0,16,57.9,356,1620,2,0,0,0.8,112,46
483,Daniel Jebbison,48,FWD,Sheffield Utd,Jebbison,51,86,2023-08-06T23:30:06.119901Z,87,0,658,,0.0,0,86,i,0.0,Illness - Unknown return date,90,0,725,0.0,0.0,False,726,0.0,0.0,82,0.0,0.0,0.0,0.00,0.00,0.0,-2,1455,0,2,0.0,0.0,717,0,87,0,0,0,0.00,0.0,0,0,0.0,2388,0,,0.0,87,0.0,0.0,61,0.0,0,0,0.00,688,720,,0.0,0,61,0.0,304,0,0,0,0,0.0,726,0
484,Max Lowe,43,DEF,Sheffield Utd,Lowe,47,132,2023-08-25T14:00:09.439172Z,140,0,559,,1.02,6,149,a,0.1,,204,0,347,2.04,0.0,False,410,0.01,59.2,105,2.2,100.0,0.6,0.03,6.47,1.0,-2,1357,3,2,17.3,0.0,408,0,147,0,0,0,0.00,100.0,1,0,0.0,6858,0,,0.0,129,0.01,1.4,23,0.6,26,0,0.03,315,369,,4.0,0,136,8.0,583,265,1,0,0,0.1,395,6
485,Oliver McBurnie,54,FWD,Sheffield Utd,McBurnie,497,29,2023-12-02T18:00:10.488989Z,30,1,530,,1.07,20,26,a,-0.3,,73,2,243,3.07,0.0,False,289,0.49,144.8,50,2.46,100.0,0.2,0.82,16.02,2.0,-1,8116,7,1,80.6,0.0,78,0,35,0,1,0,2.38,100.0,1,0,0.0,10031,0,1.0,0.36,33,0.13,3.7,391,0.2,58,0,3.19,393,221,,208.0,0,32,43.3,114,587,1,0,2,0.0,173,20
486,Iliman Ndiaye,55,FWD,Sheffield Utd,Ndiaye,0,92,2023-08-02T07:28:59.550053Z,92,0,680,,0.0,0,92,u,0.0,Permanent transfer to Marseille,94,0,758,0.0,0.0,False,758,0.0,0.0,89,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,757,0,92,0,0,0,0.00,0.0,0,0,0.0,2142,0,,0.0,92,0.0,0.0,2,0.0,0,0,0.00,741,758,,0.0,0,30,0.0,105,0,0,0,0,0.0,758,0
487,Rhys Norrington-Davies,39,DEF,Sheffield Utd,Norrington-Davies,817,180,2023-08-06T23:30:06.150503Z,179,0,358,,0.0,0,166,d,-0.2,Lack of match fitness - 50% chance of playing,139,0,506,0.0,0.2,False,518,0.0,0.0,148,0.0,50.0,0.0,0.00,0.00,0.0,-1,21513,0,1,0.0,0.0,462,0,177,0,0,0,0.00,50.0,0,0,0.0,14159,0,,0.0,179,0.0,0.0,406,0.0,0,0,0.00,427,491,,0.0,0,246,0.0,761,0,0,0,0,0.0,512,0
488,Oliver Norwood,48,MID,Sheffield Utd,Norwood,466,46,2023-12-06T22:00:10.467989Z,69,0,531,1.0,0.99,35,107,a,0.5,,188,1,120,2.68,0.0,False,286,0.16,260.6,124,2.15,100.0,1.0,0.99,28.06,2.0,-2,8657,13,2,235.4,0.0,190,0,118,0,3,0,1.10,100.0,2,0,0.0,8401,0,2.0,0.08,51,0.08,6.7,126,1.0,183,0,2.09,281,66,1.0,80.0,0,178,57.6,275,1177,5,0,0,0.2,115,32
489,Ben Osborn,48,MID,Sheffield Utd,Osborn,8,171,2023-08-27T23:00:07.645002Z,175,0,656,,0.91,5,201,a,-0.5,,260,0,385,1.51,0.0,False,448,0.12,36.2,278,1.75,100.0,0.0,0.28,5.78,1.0,-2,802,3,2,52.0,0.0,399,0,207,0,0,0,0.12,100.0,0,0,0.0,2764,0,,0.04,155,0.08,1.7,18,0.0,32,0,0.40,686,285,,7.0,0,187,9.3,285,298,2,0,0,0.0,383,8
490,William Osula,43,FWD,Sheffield Utd,Osula,8879,48,2023-09-13T01:00:07.758026Z,45,0,149,,1.01,8,40,a,0.1,,24,0,433,1.61,1.7,False,415,0.16,12.6,39,2.17,100.0,0.6,0.08,10.73,1.0,-2,246758,5,2,19.3,0.0,169,0,47,0,0,0,0.70,100.0,0,0,0.0,229776,0,,0.14,47,0.02,2.1,8740,0.6,-1,0,0.78,316,362,,94.0,0,98,12.0,612,446,4,0,0,0.1,362,9
576,Jack Robinson,44,DEF,Sheffield Utd,Robinson,2192,35,2023-12-09T22:00:10.264493Z,54,1,403,,0.97,42,71,a,1.3,,153,0,95,2.55,0.1,False,389,0.05,284.6,68,2.01,100.0,1.8,0.38,33.17,1.1,-1,11031,16,1,62.0,0.0,244,0,135,0,1,0,0.51,100.0,2,1,0.06,11806,0,,0.03,84,0.02,4.3,303,1.8,226,0,0.89,187,262,,52.0,0,89,40.0,488,1484,5,0,0,0.4,189,19
587,Anis Slimane,47,MID,Sheffield Utd,Slimane,62,178,2023-08-18T23:30:05.917352Z,170,0,614,,0.78,6,134,a,0.5,,235,0,399,2.35,0.0,False,445,0.34,26.8,122,2.17,100.0,1.0,0.09,5.55,1.0,-3,615,2,3,30.8,0.0,256,0,204,0,0,0,0.76,100.0,3,1,0.39,5006,0,,0.3,173,0.04,1.7,14,1.0,12,0,0.85,279,333,,46.0,0,212,10.4,328,230,2,0,0,0.2,376,8
592,Yasser Larouci,43,DEF,Sheffield Utd,Larouci,62,137,,138,0,518,,0.65,7,96,a,-0.5,,194,0,359,2.28,0.0,False,485,0.07,52.4,220,2.39,,0.0,0.02,7.34,0.7,-2,1089,2,2,2.9,0.0,296,0,161,0,0,0,0.17,,0,0,0.0,3854,0,,0.06,154,0.01,0.9,43,0.0,29,0,0.19,538,416,,31.0,0,150,8.6,602,276,1,0,0,0.0,387,4
593,Bénie Traoré,52,FWD,Sheffield Utd,T.Bénie,111,45,,46,0,552,,0.7,13,48,a,-0.1,,76,0,404,3.05,0.0,False,366,0.17,25.8,46,2.74,,0.4,0.46,11.66,1.4,-3,7774,3,3,56.7,0.0,298,0,44,0,0,0,0.27,,0,0,0.0,12294,0,,0.06,38,0.11,2.1,124,0.4,14,0,0.73,351,270,,31.0,0,41,11.2,162,383,0,0,0,0.1,366,11
638,Vini de Souza Costa,50,MID,Sheffield Utd,Vini Souza,277,57,2023-08-10T15:30:07.083501Z,107,0,613,,1.08,35,128,a,1.3,,234,0,138,2.37,0.0,False,321,0.02,233.6,91,2.06,100.0,1.8,0.18,30.47,1.8,0,2382,16,0,43.6,0.0,245,0,137,0,1,0,0.17,100.0,2,1,0.07,2279,0,,0.01,162,0.01,6.0,96,1.8,152,0,0.35,201,306,,52.0,0,125,32.9,198,1328,2,0,0,0.4,220,30
653,Femi Seriki,40,DEF,Sheffield Utd,Seriki,32,210,,210,0,457,,0.0,0,199,a,-0.5,,175,0,561,0.0,0.1,False,573,0.0,0.0,183,0.0,,0.0,0.00,0.00,0.0,0,4933,0,0,0.0,0.0,520,0,207,0,0,0,0.00,,0,0,0.0,4193,0,,0.0,209,0.0,0.0,57,0.0,0,0,0.00,486,546,,0.0,0,203,0.0,691,0,0,0,0,0.0,568,0
654,Louie Marsh,45,FWD,Sheffield Utd,Marsh,0,81,2023-09-01T21:50:15.739167Z,84,0,592,,0.0,0,82,u,0.0,Season-long loan to Doncaster Rovers,81,0,703,0.0,0.0,False,710,0.0,0.0,76,0.0,0.0,0.0,0.00,0.00,0.0,0,3568,0,0,0.0,0.0,693,0,84,0,0,0,0.00,0.0,0,0,0.0,4701,0,,0.0,83,0.0,0.0,7,0.0,0,0,0.00,656,700,,0.0,0,86,0.0,461,0,0,0,0,0.0,709,0
655,Andre Brooks,44,MID,Sheffield Utd,Brooks,151,179,,194,0,548,,1.29,3,192,a,0.9,,199,0,403,0.97,0.0,False,349,0.01,25.8,103,0.71,,1.4,0.02,2.20,1.5,-1,5359,4,1,3.0,0.0,385,0,152,0,0,0,0.00,,1,1,0.32,4412,0,,0.0,206,0.01,2.0,78,1.4,32,0,0.02,229,415,,10.0,0,321,4.0,568,278,0,0,0,0.3,420,9
656,Antwoine Hackford,45,FWD,Sheffield Utd,Hackford,118,73,,75,0,442,,0.0,1,72,a,-0.5,,62,0,677,8.18,0.1,False,429,0.0,0.0,67,0.98,,0.0,0.00,0.12,1.0,0,11162,0,0,0.3,0.0,664,0,50,0,0,0,0.00,,0,0,0.0,9645,0,,0.0,57,0.0,0.4,233,0.0,5,0,0.00,628,449,,0.0,0,76,0.0,430,11,0,0,0,0.0,682,2
663,Gustavo Hamer,50,MID,Sheffield Utd,Hamer,3838,53,2023-11-04T19:30:09.559157Z,57,2,318,,1.06,34,92,a,2.5,,101,2,132,2.25,0.2,False,165,0.18,248.2,53,1.91,100.0,3.0,1.41,28.87,2.9,0,58730,16,0,329.8,0.0,146,0,69,0,3,0,1.42,100.0,5,2,0.13,44536,0,,0.09,31,0.09,10.0,621,3.0,205,0,2.83,110,38,2.0,116.0,1,119,69.3,190,1363,4,0,0,0.6,81,50
666,Tom Davies,50,MID,Sheffield Utd,T.Davies,12,205,2023-10-06T11:00:10.190930Z,204,0,716,,0.0,5,200,i,0.0,Thigh injury - Unknown return date,295,0,454,7.89,0.0,False,487,0.2,6.4,301,3.96,0.0,0.0,0.04,2.51,0.7,0,505,0,0,13.0,0.0,396,0,228,0,0,0,0.09,0.0,0,0,0.0,579,0,,0.14,197,0.06,0.4,35,0.0,-2,0,0.13,716,385,,8.0,0,116,2.8,187,57,1,0,0,0.0,443,2
693,Luke Thomas,40,DEF,Sheffield Utd,Thomas,77,107,,97,0,440,,1.09,27,56,a,-0.7,,169,0,270,2.94,0.1,False,490,0.08,120.4,248,2.12,,-0.2,0.18,19.44,0.5,0,10513,10,0,53.6,0.0,218,0,164,0,0,0,0.53,,0,0,0.0,6307,0,,0.06,90,0.02,1.5,160,-0.2,74,0,0.71,768,278,,64.0,0,187,23.9,666,827,3,0,0,0.0,285,6
730,Ryan Oné,45,MID,Sheffield Utd,Oné,13,293,,296,0,739,,0.0,2,294,a,-0.5,,310,0,709,25.71,0.0,False,437,0.0,0.0,260,16.46,,0.0,0.00,1.28,1.0,0,385,0,0,0.3,0.0,700,0,198,0,0,0,0.00,,0,0,0.0,254,0,,0.0,220,0.0,0.2,16,0.0,3,0,0.00,663,450,,0.0,0,280,0.0,473,7,0,0,0,0.0,715,1
731,Jili Buyabu,40,DEF,Sheffield Utd,Buyabu,25,233,,233,0,641,,0.0,0,223,a,-0.5,,226,0,591,0.0,0.0,False,603,0.0,0.0,206,0.0,,0.0,0.00,0.00,0.0,0,1199,0,0,0.0,0.0,551,0,230,0,0,0,0.00,,0,0,0.0,678,0,,0.0,232,0.0,0.0,45,0.0,0,0,0.00,516,576,,0.0,0,228,0.0,723,0,0,0,0,0.0,598,0
759,Sydie Peck,45,MID,Sheffield Utd,Peck,10,291,,294,0,760,,0.0,0,292,a,-0.2,,327,0,706,0.0,0.0,False,436,0.0,0.0,160,1.2,,0.3,0.00,0.12,1.0,0,51,0,0,0.1,0.0,697,0,197,0,0,0,0.00,,0,0,0.0,19,0,,0.0,221,0.0,0.2,9,0.3,3,0,0.00,360,457,,0.0,0,278,0.0,469,9,0,0,0,0.1,712,1
450,Brennan Johnson,58,MID,Spurs,Johnson,8989,86,2023-12-16T08:00:10.122072Z,55,4,225,,1.17,16,29,a,2.8,,72,1,209,1.56,0.6,False,149,0.43,168.0,34,1.67,75.0,3.7,1.29,17.05,3.0,-2,92983,12,2,223.4,0.0,45,0,64,0,2,0,3.12,100.0,9,2,0.2,100188,0,,0.3,58,0.13,7.8,1340,3.7,137,0,4.40,66,74,,310.0,1,48,70.1,76,921,1,0,0,0.6,79,45
491,Brandon Austin,39,GKP,Spurs,Austin,77,47,,47,0,324,,0.0,0,20,a,0.0,,50,0,501,0.0,0.2,False,513,0.0,0.0,46,0.0,,0.0,0.00,0.00,0.0,-1,8946,0,1,0.0,0.0,456,0,47,0,0,0,0.00,,0,0,0.0,13643,0,,0.0,29,0.0,0.0,152,0.0,0,0,0.00,421,485,,0.0,0,80,0.0,752,0,0,0,0,0.0,507,0
492,Rodrigo Bentancur,54,MID,Spurs,Bentancur,5,193,2023-11-26T22:00:10.620789Z,193,0,652,,1.02,6,187,i,0.0,Ankle injury - Expected back 03 Feb,256,0,427,6.14,0.0,False,481,0.94,14.8,177,4.09,0.0,0.0,0.29,4.00,0.8,-1,3538,1,1,19.5,0.0,376,0,227,0,0,0,0.63,0.0,0,0,0.0,3667,0,,0.64,187,0.3,0.6,38,0.2,7,0,0.92,394,360,,13.0,0,73,4.5,119,88,1,0,0,0.0,417,3
493,Yves Bissouma,50,MID,Spurs,Bissouma,21,51,2023-12-16T08:00:10.207505Z,77,0,273,4.0,1.11,17,90,s,0.0,Suspended until 14 Jan,88,0,130,1.26,0.4,False,340,0.16,253.2,116,1.9,0.0,0.0,1.20,25.55,1.6,0,82308,15,0,159.9,0.0,143,0,149,0,0,0,0.95,0.0,0,6,0.45,89458,0,,0.07,83,0.09,4.8,1052,1.2,167,0,2.15,258,118,,120.0,0,123,53.4,196,1211,5,0,2,0.2,132,24
494,Bryan Gil Salvatierra,49,MID,Spurs,Bryan,32,187,2023-08-04T11:00:04.405468Z,180,0,663,,1.28,8,153,a,0.8,,263,0,419,5.11,0.0,False,385,0.12,17.0,140,2.86,100.0,0.8,0.09,4.48,1.2,-1,1384,2,1,34.4,0.0,293,0,176,0,0,0,0.09,100.0,0,0,0.0,1283,0,,0.06,168,0.06,1.4,43,0.8,30,0,0.18,305,324,,33.0,0,163,8.5,257,141,0,0,0,0.2,390,7
495,Ben Davies,43,DEF,Spurs,Davies,2258,66,2023-11-02T14:30:08.810066Z,85,1,230,,1.0,11,88,a,2.0,,87,0,173,1.38,0.5,False,310,0.16,197.8,60,1.82,100.0,2.0,0.26,14.54,1.8,-2,32066,8,2,38.8,0.0,281,0,111,0,0,0,1.06,100.0,2,1,0.13,60011,0,,0.13,107,0.03,4.9,595,2.0,144,0,1.32,172,317,,37.0,0,135,27.5,581,718,1,0,0,0.5,257,21
496,Eric Dier,42,DEF,Spurs,Dier,447,136,2023-12-03T23:30:10.698497Z,146,0,239,,0.47,7,153,a,0.2,,91,0,357,3.3,0.5,False,493,0.01,53.4,128,3.18,100.0,0.2,0.03,6.75,0.3,-3,32153,1,3,1.0,0.0,416,0,167,0,0,0,0.00,100.0,1,0,0.0,96395,0,,0.0,163,0.01,0.2,357,0.2,28,0,0.03,370,430,,2.0,0,155,5.6,619,191,0,0,0,0.0,411,1
497,Emerson Leite de Souza Junior,44,DEF,Spurs,E.Royal,1257,72,,86,0,198,,0.75,15,102,a,1.2,,73,1,187,2.26,0.8,False,335,0.11,188.4,84,2.38,,1.2,0.62,15.80,1.6,-1,154525,5,1,47.7,0.0,308,0,119,0,4,0,0.11,,5,0,0.0,180260,0,,0.02,95,0.09,4.8,743,1.2,140,0,0.73,247,297,,28.0,0,113,26.7,533,597,2,0,0,0.3,262,21
498,Fraser Forster,39,GKP,Spurs,Forster,172,37,2023-08-11T16:00:08.821890Z,37,0,139,,0.0,0,6,a,0.0,,20,0,486,0.0,2.0,False,498,0.0,0.0,34,0.0,100.0,0.0,0.00,0.00,0.0,-1,37676,0,1,0.0,0.0,436,0,37,0,0,0,0.00,100.0,0,0,0.0,213545,0,,0.0,15,0.0,0.0,1590,0.0,0,0,0.00,402,466,,0.0,0,66,0.0,727,0,0,0,0,0.0,492,0
499,Pierre-Emile Højbjerg,52,MID,Spurs,Højbjerg,236,101,,125,0,298,,0.44,13,129,a,1.2,,96,0,250,1.93,0.3,False,397,0.13,138.6,117,2.11,,1.2,0.66,14.23,1.1,-3,15391,3,3,72.8,0.0,247,0,184,0,0,0,0.18,,1,1,0.15,49216,0,,0.03,133,0.1,3.5,344,1.2,101,0,0.83,260,234,,51.0,0,95,26.3,155,607,3,0,0,0.2,267,18
500,Harry Kane,125,FWD,Spurs,Kane,0,98,2023-08-12T09:23:00.234032Z,98,0,221,,0.0,0,98,u,0.0,Transferred to Bayern Munich,37,0,769,0.0,0.6,False,769,0.0,0.0,98,0.0,0.0,0.0,0.00,0.00,0.0,0,565,0,0,0.0,0.0,769,0,98,0,0,0,0.00,0.0,0,0,0.0,320480,0,,0.0,98,0.0,0.0,95,0.0,0,0,0.00,766,769,,0.0,0,2,0.0,3,0,0,0,0,0.0,769,0
501,Dejan Kulusevski,72,MID,Spurs,Kulusevski,35434,9,,4,2,83,,1.02,19,4,a,5.3,,25,5,25,1.08,5.0,False,43,0.37,414.0,11,1.56,,5.3,3.98,27.33,4.3,2,692676,18,-2,580.1,0.0,8,0,28,0,9,0,2.54,,1,6,0.34,354212,0,,0.14,4,0.23,10.8,22206,5.3,274,0,6.51,16,7,3.0,559.0,2,16,155.4,28,1581,4,0,0,0.7,5,78
502,Hugo Lloris,48,GKP,Spurs,Lloris,329,87,,87,0,220,,0.0,0,79,a,0.0,,31,0,719,0.0,0.6,False,721,0.0,0.0,86,0.0,,0.0,0.00,0.00,0.0,-2,30656,0,2,0.0,0.0,710,0,87,0,0,0,0.00,,0,0,0.0,65929,0,,0.0,83,0.0,0.0,627,0.0,0,0,0.00,679,715,,0.0,0,9,0.0,268,0,0,0,0,0.0,721,0
503,Giovani Lo Celso,48,MID,Spurs,Lo Celso,658,104,2023-12-14T16:00:10.407858Z,112,0,374,,0.89,9,112,a,1.8,,119,2,259,2.68,0.1,False,143,0.28,127.2,38,2.42,50.0,3.5,0.49,8.12,3.0,-2,31099,3,2,103.3,0.0,205,0,62,0,3,0,0.42,100.0,1,0,0.0,32056,0,,0.13,111,0.15,5.0,1052,3.5,99,0,0.91,74,180,,71.0,0,190,30.2,290,302,0,0,0,0.7,237,24
504,James Maddison,78,MID,Spurs,Maddison,265,24,2023-11-06T23:30:09.609885Z,15,6,50,2.0,1.12,8,25,i,0.0,Ankle injury - Expected back 14 Jan,17,3,61,0.82,8.2,False,11,0.61,330.0,333,1.23,0.0,0.0,3.11,12.06,5.7,3,4217976,11,-3,451.0,0.0,40,0,7,0,6,0,2.80,0.0,0,5,0.51,4790128,0,2.0,0.29,12,0.32,8.1,10551,0.0,230,0,5.91,763,17,1.0,316.0,0,8,109.6,15,882,2,0,0,0.0,23,63
